sci_data_set_name,sci_actual_duration,location,exp_time,new_exp_time,combined_sigma,noisy_sigma,sigma,exp_ratio
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,100.32611766666668,0.05626668143846238,0.05468138545837652,0.013262184,18
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,66.88407844444444,0.06891232952198113,0.06762413500885801,0.013262184,27
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,902.935059,0.018765291683010155,0.013269065000000005,0.013269065,2
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,601.956706,0.022982694748933923,0.018765291683010152,0.013269065,3
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,361.1740236,0.029670531337863248,0.02653813,0.013269065,5
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,225.73376475,0.03753058336602031,0.035106646120351276,0.013269065,8
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,150.4891765,0.045965389497867847,0.044008509923837175,0.013269065,12
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,100.32611766666668,0.056295875049030455,0.054709756548186404,0.013269065,18
IBEW2D030,1805.870118,./training/originals/ibew2d030_drz.fits,1805.870118,66.88407844444444,0.06894808424680178,0.06765922136213105,0.013269065,27
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,902.935059,0.01877988919540097,0.013279387000000005,0.013279387,2
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,601.956706,0.02300057297736965,0.018779889195400967,0.013279387,3
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,361.1740236,0.029693612031527,0.026558774,0.013279387,5
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,225.73376475,0.03755977839080194,0.03513395556538409,0.013279387,8
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,150.4891765,0.0460011459547393,0.04404274412492322,0.013279387,12
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,100.32611766666668,0.056339667586202895,0.05475231524445402,0.013279387,18
IBEW2E030,1805.870118,./training/originals/ibew2e030_drz.fits,1805.870118,66.88407844444444,0.06900171893210895,0.06771185344155034,0.013279387,27
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,902.935059,0.016069611128509676,0.011362931000000001,0.011362931,2
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,601.956706,0.01968117381489943,0.016069611128509673,0.011362931,3
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,361.1740236,0.025408286139639663,0.022725862,0.011362931,5
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,225.73376475,0.03213922225701935,0.03006348959078648,0.011362931,8
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,150.4891765,0.03936234762979886,0.03768657864569787,0.011362931,12
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,100.32611766666668,0.04820883338552902,0.046850564729605304,0.011362931,18
IBEO0O040,1805.870118,./eval/originals/ibeo0o040_drz.fits,1805.870118,66.88407844444444,0.059043521444698294,0.05793980690060838,0.011362931,27
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,902.935059,0.027338640378418384,0.019331338000000003,0.019331338,2
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,601.956706,0.03348285959428692,0.02733864037841838,0.019331338,3
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,361.1740236,0.04322618586402483,0.038662676,0.019331338,5
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,225.73376475,0.05467728075683677,0.05114591285813275,0.019331338,8
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,150.4891765,0.06696571918857384,0.06411479484153937,0.019331338,12
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,100.32611766666668,0.08201592113525515,0.07970514845851645,0.019331338,18
IBEW2G030,1805.870118,./training/originals/ibew2g030_drz.fits,1805.870118,66.88407844444444,0.10044857878286077,0.09857086968585771,0.019331338,27
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,902.935059,0.021322027169221037,0.01507695,0.01507695,2
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,601.956706,0.026114043423175585,0.021322027169221033,0.01507695,3
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,361.1740236,0.03371308509336546,0.030153900000000004,0.01507695,5
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,225.73376475,0.042644054338442074,0.039889860229355284,0.01507695,8
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,150.4891765,0.05222808684635117,0.05000458613294884,0.01507695,12
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,100.32611766666668,0.0639660815076631,0.062163857362156176,0.01507695,18
IBEW2H030,1805.870118,./training/originals/ibew2h030_drz.fits,1805.870118,66.88407844444444,0.07834213026952676,0.07687766225546275,0.01507695,27
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,902.935059,0.01651602319582193,0.011678592,0.011678592,2
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,601.956706,0.020227914704867428,0.016516023195821926,0.011678592,3
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,361.1740236,0.026114125593485225,0.023357184,0.011678592,5
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,225.73376475,0.03303204639164386,0.03089865009538844,0.011678592,8
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,150.4891765,0.040455829409734856,0.03873350774364625,0.011678592,12
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,100.32611766666668,0.049548069587465784,0.04815206837449341,0.011678592,18
IBOE2K030,1805.870118,./training/originals/iboe2k030_drz.fits,1805.870118,66.88407844444444,0.06068374411460229,0.05954936849928859,0.011678592,27
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,902.935059,0.02095671883549732,0.014818638000000006,0.014818638,2
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,601.956706,0.02566663391497085,0.020956718835497313,0.014818638,3
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,361.1740236,0.03313548190196153,0.029637275999999997,0.014818638,5
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,225.73376475,0.04191343767099464,0.03920643091669157,0.014818638,8
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,150.4891765,0.0513332678299417,0.049147862150102556,0.014818638,12
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,100.32611766666668,0.06287015650649194,0.06109880970179163,0.014818638,18
IBEW2I030,1805.870118,./training/originals/ibew2i030_drz.fits,1805.870118,66.88407844444444,0.07699990174491256,0.07556052432686756,0.014818638,27
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,902.935059,0.019035994786265362,0.013460481000000002,0.013460481,2
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,601.956706,0.023314236986315528,0.01903599478626536,0.013460481,3
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,361.1740236,0.03009855052584435,0.026920962000000003,0.013460481,5
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,225.73376475,0.038071989572530725,0.035613085253310015,0.013460481,8
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,150.4891765,0.046628473972631056,0.04464336497470784,0.013460481,12
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,100.32611766666668,0.05710798435879608,0.055498984934619626,0.013460481,18
IBEW2L030,1805.870118,./training/originals/ibew2l030_drz.fits,1805.870118,66.88407844444444,0.0699427109589466,0.06863525528134493,0.013460481,27
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,902.935059,0.01918430477676499,0.013565351999999998,0.013565352,2
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,601.956706,0.023495878886556083,0.01918430477676499,0.013565352,3
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,361.1740236,0.030333049210712726,0.027130704,0.013565352,5
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,225.73376475,0.03836860955352998,0.03589054783905266,0.013565352,8
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,150.4891765,0.04699175777311217,0.044991182733097206,0.013565352,12
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,100.32611766666668,0.05755291433029496,0.05593137914468377,0.013565352,18
IBEW2K030,1805.870118,./test/originals/ibew2k030_drz.fits,1805.870118,66.88407844444444,0.07048763665966826,0.06916999455675492,0.013565352,27
IBEOFL040,1805.870118,./training/originals/ibeofl040_drz.fits,1805.870118,902.935059,0.01568212934034151,0.011088940000000004,0.01108894,2
IBEOFL040,1805.870118,./training/originals/ibeofl040_drz.fits,1805.870118,601.956706,0.019206607482082826,0.015682129340341508,0.01108894,3
IBEOFL040,1805.870118,./training/originals/ibeofl040_drz.fits,1805.870118,361.1740236,0.02479562363841652,0.02217788,0.01108894,5
IBEOFL040,1805.870118,./training/originals/ibeofl040_drz.fits,1805.870118,225.73376475,0.03136425868068302,0.029338577543316587,0.01108894,8
IBEOFL040,1805.870118,./training/originals/ibeofl040_drz.fits,1805.870118,150.4891765,0.03841321496416565,0.036777853302763605,0.01108894,12
